movie_id,movie_title,director_id,director_name
820,JFK,1152,Oliver Stone
11565,Big Momma's House 2,61175,John Whitesell
6073,The Mexican,1704,Gore Verbinski
16996,17 Again,58552,Burr Steers
193610,The Other Woman,11151,Nick Cassavetes
19912,The Final Destination,4755,David R. Ellis
296098,Bridge of Spies,488,Steven Spielberg
8007,Behind Enemy Lines,12028,John Moore
32823,Get Him to the Greek,52934,Nicholas Stoller
4380,Shall We Dance?,36804,Peter Chelsom
11551,Small Soldiers,4600,Joe Dante
10336,Spawn,87130,Mark A.Z. Dippé
11362,The Count of Monte Cristo,8300,Kevin Reynolds
50348,The Lincoln Lawyer,144221,Brad Furman
48138,Unknown,59521,Jaume Collet-Serra
1124,The Prestige,525,Christopher Nolan
227159,Horrible Bosses 2,74619,Sean Anders
68179,Escape from Planet Earth,1098477,Callan Brunker
1579,Apocalypto,2461,Mel Gibson
708,The Living Daylights,10179,John Glen
34851,Predators,41671,Nimród Antal
9930,Legal Eagles,8858,Ivan Reitman
1586,Secret Window,508,David Koepp
2044,The Lake House,21031,Alejandro Agresti
9913,The Skeleton Key,1978,Iain Softley
71864,The Odd Life of Timothy Green,3290,Peter Hedges
10761,Made of Honor,66548,Paul Weiland
209451,Jersey Boys,190,Clint Eastwood
11975,The Rainmaker,1776,Francis Ford Coppola
4970,Gothika,2406,Mathieu Kassovitz
11831,Amistad,488,Steven Spielberg
9096,Medicine Man,1090,John McTiernan
440,Aliens vs Predator: Requiem,6037,Colin Strause
440,Aliens vs Predator: Requiem,6038,Greg Strause
11011,Ri¢hie Ri¢h,18281,Donald Petrie
10641,Autumn in New York,6720,Joan Chen
11172,Music and Lyrics,18323,Marc Lawrence
39513,Paul,54733,Greg Mottola
82687,The Guilt Trip,29214,Anne Fletcher
41446,Scream 4,5140,Wes Craven
8224,8MM,5572,Joel Schumacher
10537,The Doors,1152,Oliver Stone
225886,Sex Tape,51851,Jake Kasdan
10385,Hanging Up,3092,Diane Keaton
55779,Final Destination 5,93214,Steven Quale
10154,Mickey Blue Eyes,64030,Kelly Makin
10647,Pay It Forward,51984,Mimi Leder
11431,Fever Pitch,7395,Bobby Farrelly
11431,Fever Pitch,7396,Peter Farrelly
8457,Drillbit Taylor,32593,Steven Brill
188161,A Million Ways to Die in the West,52139,Seth MacFarlane
8850,The Shadow,52968,Russell Mulcahy
64685,Extremely Loud & Incredibly Close,468,Stephen Daldry
38357,Morning Glory,7017,Roger Michell
10060,Get Rich or Die Tryin',53334,Jim Sheridan
11398,The Art of War,25735,Christian Duguay
1833,Rent,10965,Chris Columbus
10391,Bless the Child,26713,Chuck Russell
8970,The Out-of-Towners,54967,Sam Weisman
9306,The Island of Dr. Moreau,13776,John Frankenheimer
9306,The Island of Dr. Moreau,42175,Richard Stanley
11370,The Musketeer,37710,Peter Hyams
12184,The Other Boleyn Girl,71570,Justin Chadwick
1921,Sweet November,19969,Pat O'Connor
1683,The Reaping,2042,Stephen Hopkins
203,Mean Streets,1032,Martin Scorsese
11858,Renaissance Man,14911,Penny Marshall
62835,Colombiana,75035,Olivier Megaton
18937,Quest for Camelot,50582,Frederik Du Chau
13536,City By The Sea,30365,Michael Caton-Jones
15556,At First Sight,11472,Irwin Winkler
10718,Torque,66823,Joseph Kahn
11062,City Hall,23213,Harold Becker
10802,Showgirls,10491,Paul Verhoeven
1887,Marie Antoinette,1769,Sofia Coppola
6071,Kiss of Death,23393,Barbet Schroeder
10461,Get Carter,56435,Stephen T. Kay
80278,The Impossible,51894,Juan Antonio Bayona
12704,Ishtar,58251,Elaine May
10315,Fantastic Mr. Fox,5655,Wes Anderson
16643,Life or Something Like It,18356,Stephen Herek
2687,Memoirs of an Invisible Man,11770,John Carpenter
194,Amélie,2419,Jean-Pierre Jeunet
11025,New York Minute,66960,Dennie Gordon
8849,Alfie,56106,Charles Shyer
78698,Big Miracle,29009,Ken Kwapis
30943,The Deep End of the Ocean,140354,Ulu Grosbard
9544,FearDotCom,57898,William Malone
24418,Cirque du Freak: The Vampire's Assistant,3289,Paul Weitz
7288,Duplex,518,Danny DeVito
14655,Soul Men,72024,Malcolm D. Lee
24575,Raise the Titanic,52094,Jerry Jameson
10366,Universal Soldier: The Return,18889,Mic Rodgers
19898,Pandorum,54559,Christian Alvart
4965,Impostor,5501,Gary Fleder
15074,Extreme Ops,25735,Christian Duguay
56715,Just Visiting,64909,Jean-Marie Poiré
1272,Sunshine,2034,Danny Boyle
72358,A Thousand Words,53177,Brian Robbins
20542,Delgo,86295,Marc F. Adler
20542,Delgo,86296,Jason Maurer
266396,The Gunman,35453,Pierre Morel
9978,Stormbreaker,61357,Geoffrey Sax
8271,Disturbia,40256,D.J. Caruso
10428,Hackers,1978,Iain Softley
5353,The Hunting Party,44740,Richard Shepard
11934,The Hudsucker Proxy,1223,Joel Coen
14392,The Warlords,56739,Peter Chan
14392,The Warlords,76812,Raymond Yip Wai-Man
19495,Nomad: The Warrior,71871,Sergei Bodrov Jr.
19495,Nomad: The Warrior,84736,Ivan Passer
110415,Snowpiercer,21684,Bong Joon-ho
77459,A Monster in Paris,65629,Bibo Bergeron
26486,The Last Shot,2689,Jeff Nathanson
9495,The Crow,21085,Alex Proyas
256040,Baahubali: The Beginning,147021,S.S. Rajamouli
24420,The Time Traveler's Wife,57270,Robert Schwentke
1257,Because I Said So,7145,Michael Lehmann
62214,Frankenweenie,510,Tim Burton
16320,Serenity,12891,Joss Whedon
8842,Against the Ropes,17764,Charles S. Dutton
9531,Superman III,10586,Richard Lester
64807,Grudge Match,13426,Peter Segal
12289,Red Cliff,11401,John Woo
11529,Sweet Home Alabama,17167,Andy Tennant
20943,The Ugly Truth,36797,Robert Luketic
9099,Sgt. Bilko,21217,Jonathan Lynn
9488,Spy Kids 2: The Island of Lost Dreams,2294,Robert Rodriguez
193,Star Trek: Generations,2380,David Carson
44865,The Grandmaster,12453,Wong Kar-wai
55787,Water for Elephants,10943,Francis Lawrence
257932,Dragon Nest: Warriors' Dawn,1496406,Yuefeng Song
10400,The Hurricane,13563,Norman Jewison
1957,Enough,10781,Michael Apted
10833,Heartbreakers,58178,David Mirkin
256961,Paul Blart: Mall Cop 2,58375,Andy Fickman
5852,Angel Eyes,46085,Luis Mandoki
12312,Joe Somebody,58072,John Pasquin
622,The Ninth Gate,3556,Roman Polanski
11306,Extreme Measures,10781,Michael Apted
12508,Rock Star,18356,Stephen Herek
25793,Precious,20019,Lee Daniels
10534,White Squall,578,Ridley Scott
1091,The Thing,11770,John Carpenter
87421,Riddick,28239,David Twohy
10871,Switchback,7671,Jeb Stuart
13503,Texas Rangers,58712,Steve Miner
13600,City of Ember,57193,Gil Kenan
68722,The Master,4762,Paul Thomas Anderson
14324,Virgin Territory,33317,David Leland
14325,The Express,5501,Gary Fleder
299687,The 5th Wave,111588,J Blakeson
312221,Creed,1056121,Ryan Coogler
23168,The Town,880,Ben Affleck
76494,What to Expect When You're Expecting,64045,Kirk Jones
4944,Burn After Reading,1223,Joel Coen
4944,Burn After Reading,1224,Ethan Coen
10488,Nim's Island,66218,Jennifer Flackett
10488,Nim's Island,66219,Mark Levin
96721,Rush,6159,Ron Howard
334,Magnolia,4762,Paul Thomas Anderson
23742,Cop Out,19303,Kevin Smith
259694,How to Be Single,63820,Christian Ditter
62837,Dolphin Tale,1270,Charles Martin Smith
8966,Twilight,19850,Catherine Hardwicke
8470,John Q,11151,Nick Cassavetes
11001,Blue Streak,56911,Les Mayfield
138832,We're the Millers,57633,Rawson Marshall Thurber
16911,The Inhabited Island,80999,Fyodor Bondarchuk
2163,Breakdown,7213,Jonathan Mostow
36670,Never Say Never Again,10930,Irvin Kershner
23048,Hot Tub Time Machine,3227,Steve Pink
227735,Dolphin Tale 2,1270,Charles Martin Smith
2155,Reindeer Games,13776,John Frankenheimer
8409,A Man Apart,37932,F. Gary Gray
222936,Aloha,11649,Cameron Crowe
31908,Ghosts of Mississippi,3026,Rob Reiner
10219,Snow Falling on Cedars,33433,Scott Hicks
48171,The Rite,29605,Mikael Håfström
782,Gattaca,8685,Andrew Niccol
75531,Isn't She Great,41550,Andrew Bergman
11802,Space Chimps,71267,Kirk De Micco
9776,Head of State,2632,Chris Rock
18785,The Hangover,57130,Todd Phillips
365222,Ip Man 3,63571,Wilson Yip
817,Austin Powers: The Spy Who Shagged Me,6737,Jay Roach
268,Batman,510,Tim Burton
45054,There Be Dragons,8965,Roland Joffé
943,Lethal Weapon 3,7187,Richard Donner
22881,The Blind Side,54040,John Lee Hancock
10054,Spy Kids,2294,Robert Rodriguez
51540,Horrible Bosses,71600,Seth Gordon
44264,True Grit,1223,Joel Coen
44264,True Grit,1224,Ethan Coen
350,The Devil Wears Prada,5065,David Frankel
152,Star Trek: The Motion Picture,1744,Robert Wise
109431,Identity Thief,71600,Seth Gordon
1598,Cape Fear,1032,Martin Scorsese
8065,21,36797,Robert Luketic
271718,Trainwreck,41039,Judd Apatow
11638,Guess Who,70777,Kevin Rodney Sullivan
409,The English Patient,2239,Anthony Minghella
2118,L.A. Confidential,323,Curtis Hanson
11459,Sky High,64151,Mike Mitchell
10806,In & Out,7908,Frank Oz
9348,Species,21370,Roger Donaldson
377,A Nightmare on Elm Street,5140,Wes Craven
8843,The Cell,56512,Tarsem Singh
9313,The Man in the Iron Mask,2460,Randall Wallace
39486,Secretariat,2460,Randall Wallace
1273,TMNT,19499,Kevin Munroe
13920,Radio,53178,Mike Tollin
50544,Friends with Benefits,82511,Will Gluck
325133,Neighbors 2: Sorority Rising,52934,Nicholas Stoller
140823,Saving Mr. Banks,54040,John Lee Hancock
1883,Malcolm X,5281,Spike Lee
89492,This Is 40,41039,Judd Apatow
22949,Old Dogs,68573,Walt Becker
12437,Underworld: Rise of the Lycans,3964,Patrick Tatopoulos
2959,License to Wed,29009,Ken Kwapis
9957,The Benchwarmers,17494,Dennis Dugan
11648,Must Love Dogs,70738,Gary David Goldberg
9366,Donnie Brasco,10723,Mike Newell
1576,Resident Evil,4014,Paul W.S. Anderson
609,Poltergeist,10051,Tobe Hooper
5516,The Ladykillers,1223,Joel Coen
5516,The Ladykillers,1224,Ethan Coen
13051,Max Payne,12028,John Moore
49530,In Time,8685,Andrew Niccol
34806,The Back-Up Plan,113225,Alan Poul
49022,Something Borrowed,65734,Luke Greenfield
11469,Black Knight,40243,Gil Junger
23479,The Bad News Bears,12964,Michael Ritchie
11667,Street Fighter,1726,Steven E. de Souza
423,The Pianist,3556,Roman Polanski
2447,The Nativity Story,19850,Catherine Hardwicke
10066,House of Wax,59521,Jaume Collet-Serra
2288,Closer,5342,Mike Nichols
88794,J. Edgar,190,Clint Eastwood
13515,Mirrors,59291,Alexandre Aja
11979,Queen of the Damned,28741,Michael Rymer
169,Predator 2,2042,Stephen Hopkins
8090,Untraceable,17812,Gregory Hoblit
11622,Blast from the Past,28904,Hugh Wilson
3604,Flash Gordon,17281,Mike Hodges
9541,Jersey Girl,19303,Kevin Smith
94348,Alex Cross,18878,Rob Cohen
8197,Midnight in the Garden of Good and Evil,190,Clint Eastwood
336004,Heist,90812,Scott Mann
35019,Nanny McPhee and the Big Bang,113600,Susanna White
10410,Hoffa,518,Danny DeVito
8836,The X Files: I Want to Believe,12524,Chris Carter
14442,Ella Enchanted,62514,Tommy O'Haver
321741,Concussion,1192754,Peter Landesman
59965,Abduction,6482,John Singleton
14175,Valiant,80691,Gary Chapman
11004,Wonder Boys,323,Curtis Hanson
11918,Superhero Movie,35796,Craig Mazin
98357,Broken City,11448,Allen Hughes
10012,Cursed,5140,Wes Craven
49526,Premium Rush,508,David Koepp
268920,Hot Pursuit,29214,Anne Fletcher
9093,The Four Feathers,37630,Shekhar Kapur
119283,Parker,18596,Taylor Hackford
11823,Wimbledon,33315,Richard Loncraine
35169,Furry Vengeance,11873,Roger Kumble
118957,Bait,64163,Kimble Rendall
849,Krull,12804,Peter Yates
4515,Lions for Lambs,4135,Robert Redford
18886,Flight of the Intruder,8328,John Milius
6575,Walk Hard: The Dewey Cox Story,51851,Jake Kasdan
6440,The Shipping News,5306,Lasse Hallström
13496,American Outlaws,56911,Les Mayfield
18320,The Young Victoria,69371,Jean-Marc Vallée
22787,Whiteout,58498,Dominic Sena
8967,The Tree of Life,30715,Terrence Malick
37498,Knock Off,26760,Tsui Hark
144336,Sabotage,19769,David Ayer
9616,The Order,4723,Brian Helgeland
13056,Punisher: War Zone,56359,Lexi Alexander
14113,Zoom,18357,Peter Hewitt
285783,The Walk,24,Robert Zemeckis
49478,Warriors of Virtue,17268,Ronny Yu
9726,A Good Year,578,Ridley Scott
20763,Radio Flyer,7187,Richard Donner
9702,Bound by Honor,18596,Taylor Hackford
9311,Smilla's Sense of Snow,19684,Bille August
9280,Femme Fatale,1150,Brian De Palma
26843,Lion of the Desert,66203,Moustapha Akkad
11876,The Horseman on the Roof,25950,Jean-Paul Rappeneau
22267,Ride with the Devil,1614,Ang Lee
45958,Biutiful,223,Alejandro González Iñárritu
1969,Bandidas,20307,Joachim Rønning
1969,Bandidas,20308,Espen Sandberg
310706,Black Water Transit,814,Tony Kaye
198663,The Maze Runner,1179066,Wes Ball
239573,Unfinished Business,1375201,Ken Scott
10436,The Age of Innocence,1032,Martin Scorsese
1381,The Fountain,6431,Darren Aronofsky
2162,Chill Factor,22100,Hugh Johnson
127493,Stolen,12786,Simon West
12429,Ponyo,608,Hayao Miyazaki
228205,The Longest Ride,66121,"George Tillman, Jr."
2900,The Astronaut's Wife,29524,Rand Ravich
21311,I Dreamed of Africa,58220,Hugh Hudson
77875,Playing for Keeps,20646,Gabriele Muccino
192136,Mandela: Long Walk to Freedom,71570,Justin Chadwick
18254,Reds,6449,Warren Beatty
881,A Few Good Men,3026,Rob Reiner
10877,Exit Wounds,10765,Andrzej Bartkowiak
9600,Big Momma's House,1215,Raja Gosnell
202575,Thunder and the House of Magic,76100,Ben Stassen
202575,Thunder and the House of Magic,1324172,Jeremy Degruson
71469,The Darkest Hour,10855,Chris Gorak
85446,Step Up Revolution,932088,Scott Speer
326,Snakes on a Plane,4755,David R. Ellis
10685,The Watcher,66604,Joe Charbanic
7220,The Punisher,876,Jonathan Hensleigh
9763,Goal!: The Dream Begins,33279,Danny Cannon
72387,Safe,52358,Boaz Yakin
12596,Pushing Tin,10723,Mike Newell
1892,Return of the Jedi,19800,Richard Marquand
13460,Doomsday,57581,Neil Marshall
8055,The Reader,468,Stephen Daldry
50647,Wanderlust,22214,David Wain
10719,Elf,15277,Jon Favreau
9294,Phenomenon,12962,Jon Turteltaub
11888,Snow Dogs,13581,Brian Levant
9647,Scrooged,7187,Richard Donner
9353,Nacho Libre,53925,Jared Hess
55721,Bridesmaids,116805,Paul Feig
109414,This Is the End,19274,Seth Rogen
109414,This Is the End,54734,Evan Goldberg
10307,Stigmata,11809,Rupert Wainwright
11978,Men of Honor,66121,"George Tillman, Jr."
22907,Takers,97026,John Luessenhop
87567,The Big Wedding,52599,Justin Zackham
38322,"Big Mommas: Like Father, Like Son",61175,John Whitesell
45612,Source Code,81850,Duncan Jones
7305,Alive,664,Frank Marshall
3594,The Number 23,5572,Joel Schumacher
157841,The Young and Prodigious T.S. Spivet,2419,Jean-Pierre Jeunet
11519,1941,488,Steven Spielberg
12920,Dreamer: Inspired By a True Story,53176,John Gatins
59,A History of Violence,224,David Cronenberg
9335,Transporter 2,18865,Louis Leterrier
12106,The Quick and the Dead,7623,Sam Raimi
11141,Laws of Attraction,7791,Peter Howitt
8649,Bringing Out the Dead,1032,Martin Scorsese
31867,Repo Men,114404,Miguel Sapochnik
10253,Dragon Wars: D-War,64331,Shim Hyung-Rae
3587,Bogus,13563,Norman Jewison
124459,The Incredible Burt Wonderstone,93419,Don Scardino
24662,Cats Don't Dance,61411,Mark Dindal
32274,Cradle Will Rock,504,Tim Robbins
182,The Good German,1884,Steven Soderbergh
5494,George and the Dragon,43673,Tom Reeve
28,Apocalypse Now,1776,Francis Ford Coppola
38073,Going the Distance,96439,Nanette Burstein
2054,Mr. Holland's Opus,18356,Stephen Herek
302156,Criminal,81476,Ariel Vromen
606,Out of Africa,2226,Sydney Pollack
87502,Flight,24,Robert Zemeckis
698,Moonraker,10076,Lewis Gilbert
120467,The Grand Budapest Hotel,5655,Wes Anderson
11313,Hearts in Atlantis,33433,Scott Hicks
6488,Arachnophobia,664,Frank Marshall
10559,Frequency,17812,Gregory Hoblit
296099,Vacation,52935,John Francis Daley
296099,Vacation,1236679,Jonathan M. Goldstein
8012,Get Shorty,5174,Barry Sonnenfeld
1574,Chicago,17633,Rob Marshall
9032,Big Daddy,17494,Dennis Dugan
2770,American Pie 2,7409,J.B. Rogers
862,Toy Story,7879,John Lasseter
1637,Speed,2209,Jan de Bont
72570,The Vow,566328,Michael Sucsy
27569,Extraordinary Measures,56717,Tom Vaughan
10637,Remember the Titans,52358,Boaz Yakin
1669,The Hunt for Red October,1090,John McTiernan
132363,The Butler,20019,Lee Daniels
9472,DodgeBall: A True Underdog Story,57633,Rawson Marshall Thurber
2907,The Addams Family,5174,Barry Sonnenfeld
9273,Ace Ventura: When Nature Calls,4489,Steve Oedekerk
9880,The Princess Diaries,1201,Garry Marshall
2925,The First Wives Club,28904,Hugh Wilson
807,Se7en,7467,David Fincher
17654,District 9,82194,Neill Blomkamp
11836,The SpongeBob SquarePants Movie,70651,Stephen Hillenburg
322,Mystic River,190,Clint Eastwood
70,Million Dollar Baby,190,Clint Eastwood
9535,Analyze This,1524,Harold Ramis
11036,The Notebook,11151,Nick Cassavetes
6557,27 Dresses,29214,Anne Fletcher
18126,Hannah Montana: The Movie,36804,Peter Chelsom
16340,Rugrats in Paris: The Movie,80540,Stig Bergqvist
10333,The Prince of Tides,10400,Barbra Streisand
4476,Legends of the Fall,9181,Edward Zwick
22947,Up in the Air,52443,Jason Reitman
2755,About Schmidt,13235,Alexander Payne
82654,Warm Bodies,56661,Jonathan Levine
59967,Looper,67367,Rian Johnson
16300,Down to Earth,3288,Chris Weitz
16300,Down to Earth,3289,Paul Weitz
9598,Babe,58137,Chris Noonan
82696,Hope Springs,5065,David Frankel
9870,Forgetting Sarah Marshall,52934,Nicholas Stoller
8292,Four Brothers,6482,John Singleton
8780,Baby Mama,14172,Michael McCullers
9715,Hope Floats,2178,Forest Whitaker
10521,Bride Wars,17046,Gary Winick
10762,Without a Paddle,32593,Steven Brill
10096,13 Going on 30,17046,Gary Winick
59436,Midnight in Paris,1243,Woody Allen
227783,The Nut Job,1262197,Peter Lepeniotis
4133,Blow,34849,Ted Demme
10207,Message in a Bottle,46085,Luis Mandoki
172,Star Trek V: The Final Frontier,1748,William Shatner
21972,Like Mike,79656,John Schultz
36593,The Naked Gun 33⅓: The Final Insult,13426,Peter Segal
707,A View to a Kill,10179,John Glen
533,The Curse of the Were-Rabbit,7314,Nick Park
533,The Curse of the Were-Rabbit,7313,Steve Box
6023,P.S. I Love You,2163,Richard LaGravenese
6439,Racing Stripes,50582,Frederik Du Chau
4347,Atonement,36588,Joe Wright
37056,Letters to Juliet,17046,Gary Winick
4105,Black Rain,578,Ridley Scott
76489,The Three Stooges,7395,Bobby Farrelly
76489,The Three Stooges,7396,Peter Farrelly
3933,Corpse Bride,510,Tim Burton
3933,Corpse Bride,34891,Mike Johnson
9918,Glory Road,60496,James Gartner
273481,Sicario,137427,Denis Villeneuve
307081,Southpaw,20907,Antoine Fuqua
16871,Drag Me to Hell,7623,Sam Raimi
293863,The Age of Adaline,109745,Lee Toland Krieger
13156,Secondhand Lions,77919,Tim McCanlies
41233,Step Up 3D,54507,Jon M. Chu
9266,Blue Crush,57082,John Stockwell
1262,Stranger Than Fiction,12995,Marc Forster
4513,30 Days of Night,27571,David Slade
22970,The Cabin in the Woods,47506,Drew Goddard
7278,Meet the Spartans,35694,Jason Friedberg
7278,Meet the Spartans,35734,Aaron Seltzer
9013,Midnight Run,769,Martin Brest
865,The Running Man,12988,Paul Michael Glaser
10776,Little Shop of Horrors,7908,Frank Oz
50456,Hanna,36588,Joe Wright
9823,Mortal Kombat: Annihilation,26714,John R. Leonetti
59861,Larry Crowne,31,Tom Hanks
133805,Carrie,2836,Kimberly Peirce
12763,Take the Lead,60024,Liz Friedlander
9766,Gridiron Gang,18500,Phil Joanou
14034,What's the Worst That Could Happen?,54967,Sam Weisman
12244,9,71923,Shane Acker
109421,Side Effects,1884,Steven Soderbergh
11137,The Prince & Me,63713,Martha Coolidge
51162,Winnie the Pooh,227438,Stephen Anderson
51162,Winnie the Pooh,227439,Don Hall
10152,Dumb and Dumberer: When Harry Met Lloyd,58868,Troy Miller
9452,Bulworth,6449,Warren Beatty
239566,Get on Up,55789,Tate Taylor
53113,One True Thing,21712,Carl Franklin
9271,Virtuosity,57090,Brett Leonard
4474,My Super Ex-Girlfriend,8858,Ivan Reitman
184346,Deliver Us from Evil,55499,Scott Derrickson
48340,Sanctum,59126,Alister Grierson
14846,Little Black Book,42274,Nick Hurran
72207,The Five-Year Engagement,52934,Nicholas Stoller
16232,Mr. 3000,80215,Charles Stone III
43539,The Next Three Days,455,Paul Haggis
9920,Ultraviolet,13927,Kurt Wimmer
8978,Assault on Precinct 13,58324,Jean-François Richet
11702,The Replacement Killers,20907,Antoine Fuqua
18550,Fled,40230,Kevin Hooks
8869,Eight Legged Freaks,56150,Ellory Elkayem
43347,Love & Other Drugs,9181,Edward Zwick
3489,88 Minutes,18250,Jon Avnet
9701,North Country,15287,Niki Caro
2122,The Whole Ten Yards,26502,Howard Deutch
37707,Splice,5877,Vincenzo Natali
10658,Howard the Duck,686,Willard Huyck
13150,Pride and Glory,77003,Gavin O'Connor
9042,The Cave,44179,Bruce Hunt
17813,Alex & Emma,3026,Rob Reiner
11208,Wicker Park,2291,Paul McGuigan
58151,Fright Night,50767,Craig Gillespie
11400,The New World,30715,Terrence Malick
10350,Wing Commander,20305,Christopher Roberts
28902,In Dreams,17016,Neil Jordan
14164,Dragonball Evolution,57134,James Wong
76640,The Last Stand,543568,Kim Jee-woon
11058,Godsend,6361,Nick Hamm
14844,Chasing Liberty,80307,Andy Cadiff
57089,Hoodwinked Too! Hood VS. Evil,108952,Mike Disa
1947,An Unfinished Life,5306,Lasse Hallström
8054,The Imaginarium of Doctor Parnassus,280,Terry Gilliam
46829,Barney's Version,137475,Richard J. Lewis
146238,Runner Runner,144221,Brad Furman
9989,Antitrust,7791,Peter Howitt
9665,Glory,9181,Edward Zwick
311,Once Upon a Time in America,4385,Sergio Leone
102362,Dead Man Down,19346,Niels Arden Oplev
11162,The Merchant of Venice,28898,Michael Radford
6016,The Good Thief,17016,Neil Jordan
17186,Supercross,72258,Steve Boyum
13967,Miss Potter,58137,Chris Noonan
2008,The Promise,20640,Chen Kaige
9053,DOA: Dead or Alive,35452,Corey Yuen Kwai
4512,The Assassination of Jesse James by the Coward Robert Ford,37618,Andrew Dominik
76349,1911,18897,Jackie Chan
76349,1911,143217,张立 | Zhang Li
31203,Little Nicholas,64575,Laurent Tirard
265208,Wild Card,12786,Simon West
45610,Machine Gun Preacher,12995,Marc Forster
50135,Animals United,57035,Reinhard Klooss
50135,Animals United,66942,Holger Tappe
1874,Goodbye Bafana,19684,Bille August
271331,United Passions,21126,Frédéric Auburtin
215211,Grace of Monaco,16919,Olivier Dahan
367961,Savva. Heart of the Warrior,1565981,Maksim Fadeev
10955,Ripley's Game,67750,Liliana Cavani
223702,Sausage Party,12080,Conrad Vernon
223702,Sausage Party,142587,Greg Tiernan
254470,Pitch Perfect 2,9281,Elizabeth Banks
69,Walk the Line,366,James Mangold
4967,Keeping the Faith,819,Edward Norton
9449,The Borrowers,18357,Peter Hewitt
11499,Frost/Nixon,6159,Ron Howard
4912,Confessions of a Dangerous Mind,1461,George Clooney
12771,Serving Sara,68215,Reginald Hudlin
323676,The Boss,170820,Ben Falcone
12506,Cry Freedom,4786,Richard Attenborough
24071,Mumford,8844,Lawrence Kasdan
11249,Seed of Chucky,65677,Don Mancini
9667,The Jacket,40307,John Maybury
812,Aladdin,15810,Ron Clements
812,Aladdin,15811,John Musker
277216,Straight Outta Compton,37932,F. Gary Gray
87,Indiana Jones and the Temple of Doom,488,Steven Spielberg
14444,The Rugrats Movie,86439,Norton Virgien
14444,The Rugrats Movie,110873,Igor Kovalyov
2043,Along Came a Spider,7256,Lee Tamahori
315664,Florence Foster Jenkins,3224,Stephen Frears
1428,Once Upon a Time in Mexico,2294,Robert Rodriguez
562,Die Hard,1090,John McTiernan
15373,Role Models,22214,David Wain
318846,The Big Short,55710,Adam McKay
26320,Taking Woodstock,1614,Ang Lee
14292,Miracle,77003,Gavin O'Connor
924,Dawn of the Dead,15217,Zack Snyder
2018,The Wedding Planner,20739,Adam Shankman
192577,Space Pirate Captain Harlock,70100,Shinji Aramaki
9428,The Royal Tenenbaums,5655,Wes Anderson
2832,Identity,366,James Mangold
137093,Last Vegas,12962,Jon Turteltaub
699,For Your Eyes Only,10179,John Glen
9778,Serendipity,36804,Peter Chelsom
8831,Timecop,37710,Peter Hyams
9398,Zoolander,7399,Ben Stiller
112949,Safe Haven,5306,Lasse Hallström
10439,Hocus Pocus,65310,Kenny Ortega
3638,No Reservations,33433,Scott Hicks
23483,Kick-Ass,957,Matthew Vaughn
62206,30 Minutes or Less,91268,Ruben Fleischer
10577,Dracula 2000,27226,Patrick Lussier
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",61069,Miguel Arteta
4348,Pride & Prejudice,36588,Joe Wright
78,Blade Runner,578,Ridley Scott
11780,Rob Roy,30365,Michael Caton-Jones
192102,3 Days to Kill,36425,McG
2001,We Own the Night,20561,James Gray
10383,Lost Souls,492,Janusz Kamiński
11516,Winged Migration,20030,Jacques Perrin
10025,Just My Luck,18281,Donald Petrie
15198,"Mystery, Alaska",6737,Jay Roach
23172,The Spy Next Door,13581,Brian Levant
17834,A Simple Wish,12964,Michael Ritchie
10016,Ghosts of Mars,11770,John Carpenter
10317,Our Brand Is Crisis,64141,David Gordon Green
58431,Pride and Prejudice and Zombies,58552,Burr Steers
9746,Kundun,1032,Martin Scorsese
13092,How to Lose Friends & Alienate People,74159,Robert B. Weide
59859,Kick-Ass 2,55075,Jeff Wadlow
13495,Alatriste,127823,Agustín Díaz Yanes
254473,Brick Mansions,928490,Camille Delamarre
700,Octopussy,10179,John Glen
4964,Knocked Up,41039,Judd Apatow
10024,My Sister's Keeper,11151,Nick Cassavetes
13490,Welcome Home Roscoe Jenkins,72024,Malcolm D. Lee
15927,A Passage to India,12238,David Lean
1259,Notes on a Scandal,36693,Richard Eyre
5125,Rendition,13079,Gavin Hood
174,Star Trek VI: The Undiscovered Country,1788,Nicholas Meyer
9583,Divine Secrets of the Ya-Ya Sisterhood,17397,Callie Khouri
9437,Kiss the Girls,5501,Gary Fleder
525,The Blues Brothers,4610,John Landis
10188,The Sisterhood of the Traveling Pants 2,64140,Sanaa Hamri
63574,Joyful Noise,18342,Todd Graff
245,About a Boy,3288,Chris Weitz
245,About a Boy,3289,Paul Weitz
9825,Lake Placid,58712,Steve Miner
186,Lucky Number Slevin,2291,Paul McGuigan
9549,The Right Stuff,648,Philip Kaufman
61891,Anonymous,6046,Roland Emmerich
34584,The NeverEnding Story,5231,Wolfgang Petersen
2666,Dark City,21085,Alex Proyas
12783,The Duchess,73460,Saul Dibb
13155,Return to Oz,154,Walter Murch
42807,The Newton Boys,564,Richard Linklater
28355,Case 39,54559,Christian Alvart
8080,Suspect Zero,17279,E. Elias Merhige
5126,Martian Child,736,Menno Meyjes
56288,Spy Kids: All the Time in the World,2294,Robert Rodriguez
303858,Money Monster,1038,Jodie Foster
1613,The 51st State,17268,Ronny Yu
31582,Flawless,5572,Joel Schumacher
16617,Mindhunters,16938,Renny Harlin
8944,What Just Happened,8246,Barry Levinson
41488,The Statement,13563,Norman Jewison
