movie_id,movie_title,keyword_id,keyword_name
1813,The Devil's Advocate,531,southern usa
1813,The Devil's Advocate,1523,obsession
1813,The Devil's Advocate,1552,subway
1813,The Devil's Advocate,2483,nudity
87428,That's My Boy,181514,deadbeat dad
87428,That's My Boy,181518,cheating fiancée
87428,That's My Boy,181523,teacher student sex
87428,That's My Boy,181531,brother sister incest
8840,DragonHeart,2343,magic
8840,DragonHeart,4152,kingdom
8840,DragonHeart,4798,despot
8840,DragonHeart,4978,immortality
8840,DragonHeart,5331,village
10589,After the Sunset,3345,bahamas
10589,After the Sunset,6168,master thief
10589,After the Sunset,6328,crook couple
71676,Ghost Rider: Spirit of Vengeance,345,monk
71676,Ghost Rider: Spirit of Vengeance,3023,eastern europe
71676,Ghost Rider: Spirit of Vengeance,4062,skeleton
71676,Ghost Rider: Spirit of Vengeance,6951,biker
71676,Ghost Rider: Spirit of Vengeance,8828,marvel comic
1722,Captain Corelli's Mandolin,3776,officer
1722,Captain Corelli's Mandolin,174363,greek island
1722,Captain Corelli's Mandolin,174369,mandolin
1722,Captain Corelli's Mandolin,174371,italian soldier
1722,Captain Corelli's Mandolin,174375,resistance fighter
10022,The Pacifier,8696,bodybuilder
10022,The Pacifier,10103,children
10022,The Pacifier,10372,body guard
10022,The Pacifier,14760,scientist
10022,The Pacifier,18035,family
11358,Walking Tall,585,casino
11358,Walking Tall,798,sheriff
11358,Walking Tall,1526,home
11358,Walking Tall,14819,violence
11358,Walking Tall,15218,special forces
13,Forrest Gump,422,vietnam veteran
13,Forrest Gump,458,hippie
13,Forrest Gump,791,mentally disabled
13,Forrest Gump,795,running
13,Forrest Gump,818,based on novel
6477,Alvin and the Chipmunks,637,pop
6477,Alvin and the Chipmunks,3490,pop star
6477,Alvin and the Chipmunks,4746,record producer
6477,Alvin and the Chipmunks,4902,surprise
6477,Alvin and the Chipmunks,5310,approach
1597,Meet the Parents,591,cia
1597,Meet the Parents,822,airport
1597,Meet the Parents,977,cat
1597,Meet the Parents,2606,jew
1597,Meet the Parents,3454,orderly
10530,Pocahontas,1463,culture clash
10530,Pocahontas,3591,settler
10530,Pocahontas,3691,forbidden love
10530,Pocahontas,4090,colony
10530,Pocahontas,4344,musical
1924,Superman,83,saving the world
1924,Superman,736,journalist
1924,Superman,849,dc comics
1924,Superman,853,crime fighter
1924,Superman,3312,nuclear missile
9327,The Nutty Professor,2064,overweight
9327,The Nutty Professor,4539,overweight man
9327,The Nutty Professor,179431,duringcreditsstinger
8488,Hitch,7699,speed date
8488,Hitch,9799,romantic comedy
8488,Hitch,13043,dating
10603,George of the Jungle,409,africa
10603,George of the Jungle,582,san francisco
10603,George of the Jungle,690,gorilla
10603,George of the Jungle,2043,lion
10603,George of the Jungle,5650,feral child
8273,American Wedding,772,handcuffs
8273,American Wedding,1156,sister sister relationship
8273,American Wedding,2874,spanner
8273,American Wedding,3405,blow job
8273,American Wedding,8070,stag night
109424,Captain Phillips,3799,ship
109424,Captain Phillips,4245,hijacking
109424,Captain Phillips,4265,somalia
109424,Captain Phillips,5420,fisherman
109424,Captain Phillips,11221,blood
35056,Date Night,248,date
35056,Date Night,417,corruption
35056,Date Night,444,taxi
35056,Date Night,996,expensive restaurant
35056,Date Night,1157,wife husband relationship
8839,Casper,3335,halloween
8839,Casper,6054,friendship
8839,Casper,6152,supernatural
8839,Casper,6155,afterlife
8839,Casper,9713,friends
156022,The Equalizer,417,corruption
156022,The Equalizer,782,assassin
156022,The Equalizer,1562,hostage
156022,The Equalizer,1812,fbi
156022,The Equalizer,2708,hitman
7303,Maid in Manhattan,612,hotel
7303,Maid in Manhattan,6083,politician
7303,Maid in Manhattan,10325,mistaken identity
7303,Maid in Manhattan,13097,maid
7303,Maid in Manhattan,14514,class differences
8963,Crimson Tide,339,submarine
8963,Crimson Tide,1860,mutiny
8963,Crimson Tide,2139,russia
8963,Crimson Tide,2534,missile
8963,Crimson Tide,3312,nuclear missile
1402,The Pursuit of Happyness,582,san francisco
1402,The Pursuit of Happyness,641,single parent
1402,The Pursuit of Happyness,960,homeless person
1402,The Pursuit of Happyness,992,bus
1402,The Pursuit of Happyness,2346,worker
9315,Flightplan,220,berlin
9315,Flightplan,1872,loss of father
9315,Flightplan,3800,airplane
9315,Flightplan,4725,baby-snatching
8984,Disclosure,6021,employee
8984,Disclosure,6282,workplace
8984,Disclosure,10850,sexual harassment
8984,Disclosure,34038,intrigue
795,City of Angels,236,suicide
795,City of Angels,290,angel
795,City of Angels,314,life and death
795,City of Angels,1333,desperation
795,City of Angels,1604,operation
24,Kill Bill: Vol. 1,233,japan
24,Kill Bill: Vol. 1,732,coma
24,Kill Bill: Vol. 1,779,martial arts
24,Kill Bill: Vol. 1,780,kung fu
24,Kill Bill: Vol. 1,1449,underworld
11353,Bowfinger,887,film producer
11353,Bowfinger,2793,film director
11353,Bowfinger,10732,movie studio
11353,Bowfinger,12396,hollywood
11353,Bowfinger,33490,filmmaking
393,Kill Bill: Vol. 2,380,brother brother relationship
393,Kill Bill: Vol. 2,1400,swordplay
393,Kill Bill: Vol. 2,1908,katana
393,Kill Bill: Vol. 2,2784,mother role
393,Kill Bill: Vol. 2,3927,rage and hate
9618,Tango & Cash,1563,prisoner
9618,Tango & Cash,1601,war on drugs
9618,Tango & Cash,12670,los angeles
9374,Death Becomes Her,931,jealousy
9374,Death Becomes Her,3258,beauty
9374,Death Becomes Her,4978,immortality
9374,Death Becomes Her,9823,rivalry
9374,Death Becomes Her,14752,potion
8584,Shanghai Noon,7376,princess
8584,Shanghai Noon,8099,sioux
8584,Shanghai Noon,9935,travel
8584,Shanghai Noon,10084,rescue
8584,Shanghai Noon,10322,native american
2320,Executive Decision,258,bomb
2320,Executive Decision,1336,ransom
2320,Executive Decision,1562,hostage
2320,Executive Decision,3800,airplane
2320,Executive Decision,4245,hijacking
58224,Mr. Popper's Penguins,444,taxi
58224,Mr. Popper's Penguins,1946,restaurant
58224,Mr. Popper's Penguins,2172,zoo
58224,Mr. Popper's Penguins,3028,penguin
58224,Mr. Popper's Penguins,5982,ex husband
1729,The Forbidden Kingdom,8847,tempel
1729,The Forbidden Kingdom,9390,shaolin
1729,The Forbidden Kingdom,13130,teenager
1729,The Forbidden Kingdom,14778,urination
1729,The Forbidden Kingdom,15192,staff
175574,Free Birds,65,holiday
175574,Free Birds,4543,thanksgiving
175574,Free Birds,6089,freedom
175574,Free Birds,179431,duringcreditsstinger
175574,Free Birds,209714,3d
8077,Alien³,378,prison
8077,Alien³,803,android
8077,Alien³,1612,spacecraft
8077,Alien³,1826,space marine
8077,Alien³,2883,imprisonment
8818,Evita,549,prostitute
8818,Evita,165707,deification
8818,Evita,165713,dancehall hostess
8818,Evita,165716,perónism
8818,Evita,165718,argentine president
8195,Ronin,90,paris
8195,Ronin,254,france
8195,Ronin,2001,arms deal
8195,Ronin,10038,audi
8195,Ronin,13068,impostor
10586,The Ghost and the Darkness,409,africa
10586,The Ghost and the Darkness,2043,lion
10586,The Ghost and the Darkness,3450,bridge
10586,The Ghost and the Darkness,9672,based on true story
10586,The Ghost and the Darkness,9895,kenya
116149,Paddington,392,england
116149,Paddington,477,train station
116149,Paddington,818,based on novel
116149,Paddington,10468,bear
116149,Paddington,11500,anthropomorphism
80035,The Watch,279,usa
80035,The Watch,5097,sterility
80035,The Watch,5502,castration
80035,The Watch,6038,marriage
80035,The Watch,6054,friendship
10632,The Hunted,414,hunter
10632,The Hunted,1812,fbi
10632,The Hunted,4728,knife
10632,The Hunted,7202,balkan war
10632,The Hunted,9720,woods
12117,Instinct,378,prison
12117,Instinct,690,gorilla
12117,Instinct,3664,research
12117,Instinct,6245,instinct
12117,Instinct,9826,murder
1792,Stuck on You,572,sex
1792,Stuck on You,733,dancer
1792,Stuck on You,779,martial arts
1792,Stuck on You,1650,cook
1792,Stuck on You,6593,stripper
13260,Semi-Pro,6075,sport
13260,Semi-Pro,6496,basketball
13260,Semi-Pro,169054,flint michigan
13260,Semi-Pro,169055,nba
13260,Semi-Pro,169057,merger
72197,The Pirates! In an Adventure with Scientists!,9823,rivalry
72197,The Pirates! In an Adventure with Scientists!,10121,stop motion
72197,The Pirates! In an Adventure with Scientists!,12988,pirate
72197,The Pirates! In an Adventure with Scientists!,179430,aftercreditsstinger
72197,The Pirates! In an Adventure with Scientists!,179431,duringcreditsstinger
3580,Changeling,417,corruption
3580,Changeling,456,mother
3580,Changeling,2483,nudity
3580,Changeling,3065,minister
3580,Changeling,3720,power
12123,Chain Reaction,1812,fbi
12123,Chain Reaction,2528,hydrogen bomb
12123,Chain Reaction,3288,secret lab
12123,Chain Reaction,6107,energy supply
12123,Chain Reaction,10410,conspiracy
9566,The Fan,6075,sport
9566,The Fan,157904,luck
9566,The Fan,178355,san francisco giants
9566,The Fan,178364,child custody
9566,The Fan,178368,baseball pitcher
9833,The Phantom of the Opera,246,dancing
9833,The Phantom of the Opera,1523,obsession
9833,The Phantom of the Opera,2096,auction
9833,The Phantom of the Opera,2564,wheelchair
9833,The Phantom of the Opera,3259,rose
4517,Elizabeth: The Golden Age,392,england
4517,Elizabeth: The Golden Age,441,assassination
4517,Elizabeth: The Golden Age,514,spain
4517,Elizabeth: The Golden Age,2389,virgin
4517,Elizabeth: The Golden Age,4090,colony
8202,Æon Flux,779,martial arts
8202,Æon Flux,4565,dystopia
8202,Æon Flux,9887,surrealism
8202,Æon Flux,10244,based on cartoon
8202,Æon Flux,10950,shootout
16072,Gods and Generals,6091,war
16072,Gods and Generals,14643,battle
16072,Gods and Generals,160201,union soldier
16072,Gods and Generals,166464,confederate soldier
16072,Gods and Generals,179585,american civil war
34314,Turbulence,2080,stewardess
34314,Turbulence,3800,airplane
34314,Turbulence,10950,shootout
34314,Turbulence,198541,air marshal
34314,Turbulence,207317,christmas
145220,Muppets Most Wanted,4344,musical
145220,Muppets Most Wanted,12998,the muppets
14623,Thunderbirds,3271,secret organization
14623,Thunderbirds,10988,based on tv series
14623,Thunderbirds,12393,golden gate bridge
14623,Thunderbirds,33725,locker
14623,Thunderbirds,176253,oil rig 
42297,Burlesque,4344,musical
42297,Burlesque,12670,los angeles
42297,Burlesque,163070,burlesque
42297,Burlesque,191205,burlesque dancer
2841,A Very Long Engagement,90,paris
2841,A Very Long Engagement,549,prostitute
2841,A Very Long Engagement,1014,loss of lover
2841,A Very Long Engagement,1453,amnesia
2841,A Very Long Engagement,2425,bodily disabled person
802,Lolita,459,sexual obsession
802,Lolita,612,hotel
802,Lolita,894,depression
802,Lolita,936,loss of mother
802,Lolita,1415,small town
10375,D-Tox,7464,alcoholism
10375,D-Tox,10714,serial killer
10375,D-Tox,11612,hospital
10375,D-Tox,15090,police officer
10375,D-Tox,200784,detox
36586,Blade II,1908,katana
36586,Blade II,2766,mutation
36586,Blade II,3133,vampire
36586,Blade II,3625,silver
36586,Blade II,9715,superhero
11321,Seven Pounds,4459,vegetarian
11321,Seven Pounds,9368,tax collector
11321,Seven Pounds,14743,pianist
11321,Seven Pounds,33768,blind
11321,Seven Pounds,33773,organ transplant
242,The Godfather: Part III,131,italy
242,The Godfather: Part III,186,christianity
242,The Godfather: Part III,242,new york
242,The Godfather: Part III,441,assassination
242,The Godfather: Part III,700,italo-american
9621,Elizabethtown,236,suicide
9621,Elizabethtown,922,hotel room
9621,Elizabethtown,1252,suicide attempt
9621,Elizabethtown,1605,new love
9621,Elizabethtown,3739,funeral
1819,"You, Me and Dupree",1253,roommate
1819,"You, Me and Dupree",2038,love of one's life
1819,"You, Me and Dupree",156578,newlywed
8536,Superman II,83,saving the world
8536,Superman II,849,dc comics
8536,Superman II,9663,sequel
8536,Superman II,9715,superhero
8536,Superman II,9717,based on comic book
8046,Gigli,242,new york
8046,Gigli,791,mentally disabled
8046,Gigli,1930,kidnapping
8046,Gigli,1936,blackmail
8046,Gigli,3045,mission of murder
1717,All the King's Men,417,corruption
1717,All the King's Men,736,journalist
1717,All the King's Men,818,based on novel
1717,All the King's Men,1936,blackmail
1717,All the King's Men,2887,manipulation
479,Shaft,417,corruption
479,Shaft,577,black people
479,Shaft,700,italo-american
479,Shaft,1155,brother sister relationship
479,Shaft,2231,drug dealer
9444,Anastasia,3462,tzar
9444,Anastasia,4344,musical
9444,Anastasia,158620,russian revolution
9444,Anastasia,158627,train explosion
9444,Anastasia,158628,foreign language adaptation
824,Moulin Rouge!,4235,duke
824,Moulin Rouge!,4344,musical
824,Moulin Rouge!,5914,writer's block
824,Moulin Rouge!,6027,music
824,Moulin Rouge!,6564,terminal illness
11456,Domestic Disturbance,2250,menace
11456,Domestic Disturbance,2393,adoption
11456,Domestic Disturbance,3851,dangerous
11456,Domestic Disturbance,4130,adoptive father
11456,Domestic Disturbance,4923,threat to death
261023,Black Mass,1680,boston
261023,Black Mass,9672,based on true story
261023,Black Mass,10291,organized crime
3683,Flags of Our Fathers,1956,world war ii
3683,Flags of Our Fathers,3737,dying and death
3683,Flags of Our Fathers,8083,pacific
3683,Flags of Our Fathers,161244,iwo jima
3683,Flags of Our Fathers,179430,aftercreditsstinger
22803,Law Abiding Citizen,331,tattoo
22803,Law Abiding Citizen,352,secret passage
22803,Law Abiding Citizen,3605,baseball bat
22803,Law Abiding Citizen,5011,deal
22803,Law Abiding Citizen,14601,explosion
285923,Grindhouse,2804,exploitation
285923,Grindhouse,12339,slasher
285923,Grindhouse,12377,zombie
285923,Grindhouse,15127,killer
1950,Lucky You,383,poker
1950,Lucky You,6075,sport
1950,Lucky You,14570,las vegas
640,Catch Me If You Can,3202,con man
640,Catch Me If You Can,5565,biography
640,Catch Me If You Can,18525,fbi agent
640,Catch Me If You Can,172889,overhead camera shot
640,Catch Me If You Can,177465,attempted jailbreak
97630,Zero Dark Thirty,441,assassination
97630,Zero Dark Thirty,591,cia
97630,Zero Dark Thirty,612,hotel
97630,Zero Dark Thirty,949,terrorist
97630,Zero Dark Thirty,1563,prisoner
9767,The Break-Up,420,bowling
9767,The Break-Up,520,chicago
9767,The Break-Up,579,american football
9767,The Break-Up,1439,flat
9767,The Break-Up,1480,baseball
11631,Mamma Mia!,641,single parent
11631,Mamma Mia!,1200,greece
11631,Mamma Mia!,4344,musical
11631,Mamma Mia!,5600,daughter
11631,Mamma Mia!,9457,single
32856,Valentine's Day,2382,flower
32856,Valentine's Day,2587,married couple
32856,Valentine's Day,2778,florist
32856,Valentine's Day,5091,kiss
32856,Valentine's Day,9457,single
6519,The Dukes of Hazzard,798,sheriff
6519,The Dukes of Hazzard,4932,farm
6519,The Dukes of Hazzard,7984,bikini
6519,The Dukes of Hazzard,10250,redneck
6519,The Dukes of Hazzard,160058,moonshine
8741,The Thin Red Line,818,based on novel
8741,The Thin Red Line,907,japanese
8741,The Thin Red Line,1956,world war ii
8741,The Thin Red Line,3994,battle assignment
8741,The Thin Red Line,4278,invasion
49520,The Change-Up,931,jealousy
49520,The Change-Up,3817,chance
49520,The Change-Up,4896,wish
49520,The Change-Up,6223,change
49520,The Change-Up,14521,man change
1850,Man on the Moon,837,show business
1850,Man on the Moon,3485,comedian
1850,Man on the Moon,5970,wrestling
524,Casino,383,poker
524,Casino,726,drug abuse
524,Casino,1228,1970s
524,Casino,2635,overdose
524,Casino,33625,illegal prostitution
26389,From Paris with Love,90,paris
26389,From Paris with Love,591,cia
26389,From Paris with Love,1568,undercover
26389,From Paris with Love,1653,explosive
26389,From Paris with Love,1667,pimp
11817,Bulletproof Monk,345,monk
11817,Bulletproof Monk,960,homeless person
11817,Bulletproof Monk,4958,injection
11817,Bulletproof Monk,6201,fall
11817,Bulletproof Monk,18109,knife fight
2123,"Me, Myself & Irene",222,schizophrenia
2123,"Me, Myself & Irene",8440,ex-cop
2123,"Me, Myself & Irene",179430,aftercreditsstinger
2123,"Me, Myself & Irene",179431,duringcreditsstinger
9907,Barnyard,4402,peasant
9907,Barnyard,4932,farm
9907,Barnyard,5543,cow
9907,Barnyard,8791,cojote
9907,Barnyard,18035,family
9969,Deck the Halls,65,holiday
9969,Deck the Halls,1700,massachusetts
9969,Deck the Halls,10226,neighbor
9969,Deck the Halls,207317,christmas
18239,The Twilight Saga: New Moon,305,moon
18239,The Twilight Saga: New Moon,1388,cinema
18239,The Twilight Saga: New Moon,3133,vampire
18239,The Twilight Saga: New Moon,12564,werewolf
18239,The Twilight Saga: New Moon,231407,fang vamp
808,Shrek,2343,magic
808,Shrek,2434,liberation
808,Shrek,2596,lordship
808,Shrek,3098,castle
808,Shrek,4147,robin hood
38050,The Adjustment Bureau,612,hotel
38050,The Adjustment Bureau,733,dancer
38050,The Adjustment Bureau,2656,hat
38050,The Adjustment Bureau,2944,senator
38050,The Adjustment Bureau,2964,future
8367,Robin Hood: Prince of Thieves,392,england
8367,Robin Hood: Prince of Thieves,2868,crusade
8367,Robin Hood: Prince of Thieves,2951,mercifulness
8367,Robin Hood: Prince of Thieves,4147,robin hood
8367,Robin Hood: Prince of Thieves,4615,folk hero
9390,Jerry Maguire,1485,stadium
9390,Jerry Maguire,3658,career
9390,Jerry Maguire,6075,sport
9390,Jerry Maguire,178372,sports agent
72105,Ted,6054,friendship
72105,Ted,9673,love
72105,Ted,158162,teddy bear
72105,Ted,187065,toy comes to life
72105,Ted,187084,wishes come true
2898,As Good as It Gets,641,single parent
2898,As Good as It Gets,828,waitress
2898,As Good as It Gets,3568,lone wolf
2898,As Good as It Gets,6054,friendship
2898,As Good as It Gets,10226,neighbor
10312,Patch Adams,428,nurse
10312,Patch Adams,11612,hospital
10312,Patch Adams,13005,doctor
10312,Patch Adams,173339,laughter
109443,Anchorman 2: The Legend Continues,917,journalism
109443,Anchorman 2: The Legend Continues,41390,mustache
109443,Anchorman 2: The Legend Continues,158584,tv news
109443,Anchorman 2: The Legend Continues,167241,newsroom
109443,Anchorman 2: The Legend Continues,167254,gang warfare
2022,Mr. Deeds,3452,love letter
2022,Mr. Deeds,6018,new hampshire
2022,Mr. Deeds,8680,ferrari
2022,Mr. Deeds,9468,liar
2022,Mr. Deeds,9821,city country contrast
37686,Super 8,1228,1970s
37686,Super 8,1328,secret
37686,Super 8,9951,alien
37686,Super 8,10663,train crash
37686,Super 8,13132,pistol
462,Erin Brockovich,5565,biography
462,Erin Brockovich,9672,based on true story
462,Erin Brockovich,14768,single mother
462,Erin Brockovich,163212,water pollution
462,Erin Brockovich,196407,environmental law
9919,How to Lose a Guy in 10 Days,242,new york
9919,How to Lose a Guy in 10 Days,622,bet
9919,How to Lose a Guy in 10 Days,736,journalist
9919,How to Lose a Guy in 10 Days,2726,therapist
9919,How to Lose a Guy in 10 Days,5920,advertising expert
187017,22 Jump Street,6270,high school
187017,22 Jump Street,11199,undercover cop
187017,22 Jump Street,167541,buddy comedy
187017,22 Jump Street,179430,aftercreditsstinger
187017,22 Jump Street,179431,duringcreditsstinger
628,Interview with the Vampire,90,paris
628,Interview with the Vampire,582,san francisco
628,Interview with the Vampire,3133,vampire
628,Interview with the Vampire,3136,plantation
628,Interview with the Vampire,3143,pity
10201,Yes Man,5413,bungee-jump
10201,Yes Man,167608,scooter
302699,Central Intelligence,470,spy
302699,Central Intelligence,591,cia
302699,Central Intelligence,11134,espionage
302699,Central Intelligence,161213,high school reunion
302699,Central Intelligence,173367,reference to facebook
9441,Stepmom,15160,divorce
9441,Stepmom,15161,rebellious daughter
9441,Stepmom,15163,freeze frame
9441,Stepmom,15164,custody
9441,Stepmom,15165,school play
274167,Daddy's Home,230024,daddys home
224141,Into the Woods,616,witch
224141,Into the Woods,995,cinderella
224141,Into the Woods,3071,prince
224141,Into the Woods,3205,fairy tale
224141,Into the Woods,4344,musical
388,Inside Man,1929,bank manager
388,Inside Man,1930,kidnapping
388,Inside Man,1933,nazi background
388,Inside Man,1937,document
388,Inside Man,1954,ultimatum
2112,Payback,242,new york
2112,Payback,2671,heroin
2112,Payback,10594,money
2112,Payback,15009,criminal
10329,Congo,690,gorilla
10329,Congo,2521,kongo
10329,Congo,3379,diamond mine
10329,Congo,33461,diamond
74465,We Bought a Zoo,2172,zoo
13811,Knowing,843,cataclysm
13811,Knowing,4950,code
13811,Knowing,9937,suspense
13811,Knowing,10150,end of the world
13811,Knowing,10641,time capsule
6877,Failure to Launch,7784,hotel mom
6877,Failure to Launch,9799,romantic comedy
6877,Failure to Launch,170682,lying
6877,Failure to Launch,214633,living with parents
6877,Failure to Launch,215200,pretend relationship
10320,The Ring Two,745,nun
10320,The Ring Two,818,based on novel
10320,The Ring Two,2565,bath tub
10320,The Ring Two,3030,nightmare
10320,The Ring Two,5153,son
50646,"Crazy, Stupid, Love.",815,soulmates
50646,"Crazy, Stupid, Love.",1599,midlife crisis
50646,"Crazy, Stupid, Love.",5809,marriage crisis
50646,"Crazy, Stupid, Love.",9094,womanizer
50646,"Crazy, Stupid, Love.",9798,law school
8920,Garfield,271,competition
8920,Garfield,2248,moderator
8920,Garfield,8133,lasagne
8920,Garfield,195032,garfield
13673,Christmas with the Kranks,65,holiday
13673,Christmas with the Kranks,207317,christmas
60308,Moneyball,240,underdog
60308,Moneyball,818,based on novel
60308,Moneyball,1480,baseball
60308,Moneyball,4298,teamwork
60308,Moneyball,6075,sport
6950,Outbreak,1261,river
6950,Outbreak,1402,general
6950,Outbreak,3664,research
6950,Outbreak,6092,army
6950,Outbreak,8803,serum
225574,Non-Stop,3800,airplane
225574,Non-Stop,10410,conspiracy
225574,Non-Stop,12617,airplane crash
225574,Non-Stop,15156,cell phone
225574,Non-Stop,155238,hijack
13836,Race to Witch Mountain,1612,spacecraft
13836,Race to Witch Mountain,3290,laser
13836,Race to Witch Mountain,3822,teleportation
13836,Race to Witch Mountain,5086,telekinesis
13836,Race to Witch Mountain,9951,alien
752,V for Vendetta,703,detective
752,V for Vendetta,716,vatican
752,V for Vendetta,1755,fascism
752,V for Vendetta,3099,satanism
752,V for Vendetta,3603,fascist
6038,Shanghai Knights,212,london england
6038,Shanghai Knights,957,indian territory
6038,Shanghai Knights,2280,emperor
6038,Shanghai Knights,9748,revenge
6038,Shanghai Knights,9826,murder
9975,Curious George,2598,museum
9975,Curious George,3977,product placement
9975,Curious George,9903,balloon
9975,Curious George,10787,jungle
9975,Curious George,15149,monkey
11451,Herbie Fully Loaded,830,car race
11451,Herbie Fully Loaded,6067,victory
11451,Herbie Fully Loaded,33885,car
11451,Herbie Fully Loaded,161630,nascar
11451,Herbie Fully Loaded,187056,woman director
12103,Don't Say a Word,1227,cemetery
12103,Don't Say a Word,1384,diamant
12103,Don't Say a Word,9937,suspense
12103,Don't Say a Word,15106,psychiatrist
12103,Don't Say a Word,15127,killer
60304,Hansel & Gretel: Witch Hunters,616,witch
60304,Hansel & Gretel: Witch Hunters,4252,black magic
60304,Hansel & Gretel: Witch Hunters,10028,steampunk
60304,Hansel & Gretel: Witch Hunters,10842,good vs evil
60304,Hansel & Gretel: Witch Hunters,11173,troll
2251,Unfaithful,596,adultery
2251,Unfaithful,1326,infidelity
2251,Unfaithful,1664,eroticism
2251,Unfaithful,2132,literature
2251,Unfaithful,4320,lover
46529,I Am Number Four,1308,secret identity
46529,I Am Number Four,9951,alien
46529,I Am Number Four,18068,teenage boy
46529,I Am Number Four,188178,teenage hero
46529,I Am Number Four,211359,alien teenager
231,Syriana,139,anti terror
231,Syriana,258,bomb
231,Syriana,441,assassination
231,Syriana,539,middle east
231,Syriana,589,lebanon
300671,13 Hours: The Secret Soldiers of Benghazi,818,based on novel
300671,13 Hours: The Secret Soldiers of Benghazi,1376,assault rifle
300671,13 Hours: The Secret Soldiers of Benghazi,3070,mercenary
300671,13 Hours: The Secret Soldiers of Benghazi,5272,libya
300671,13 Hours: The Secret Soldiers of Benghazi,5565,biography
228326,The Book of Life,128,love triangle
228326,The Book of Life,6155,afterlife
228326,The Book of Life,209789,day of the dead
228326,The Book of Life,209790,bullfighting
9754,Firewall,974,bank
9754,Firewall,1576,technology
9754,Firewall,1936,blackmail
9754,Firewall,2157,hacker
9754,Firewall,2350,seattle
66,Absolute Power,417,corruption
66,Absolute Power,441,assassination
66,Absolute Power,521,washington d.c.
66,Absolute Power,570,rape
66,Absolute Power,833,white house
4421,G.I. Jane,493,poem
4421,G.I. Jane,539,middle east
4421,G.I. Jane,720,helicopter
4421,G.I. Jane,3376,satellite
4421,G.I. Jane,3588,navy
2649,The Game,380,brother brother relationship
2649,The Game,1421,birthday
2649,The Game,3883,danger of life
2649,The Game,5732,birthday party
2649,The Game,173303,surprising
588,Silent Hill,1299,monster
588,Silent Hill,2784,mother role
588,Silent Hill,2871,burning of witches
588,Silent Hill,3002,fog
588,Silent Hill,3032,suffering
10393,The Replacements,579,american football
10393,The Replacements,4112,strike
10393,The Replacements,6075,sport
10393,The Replacements,8338,coach
10393,The Replacements,9789,misfit
71552,American Reunion,1157,wife husband relationship
71552,American Reunion,9663,sequel
71552,American Reunion,18187,family reunion
71552,American Reunion,33451,masturbation
71552,American Reunion,161158,scat
9631,The Negotiator,417,corruption
9631,The Negotiator,1562,hostage
9631,The Negotiator,6125,pension
9631,The Negotiator,6139,innocence
9631,The Negotiator,6149,police
216282,Into the Storm,2213,tornado
216282,Into the Storm,12105,student
216282,Into the Storm,163053,found footage
216282,Into the Storm,199076,disaster movie
306,Beverly Hills Cop III,703,detective
306,Beverly Hills Cop III,1568,undercover
306,Beverly Hills Cop III,3016,security camera
306,Beverly Hills Cop III,4230,carousel 
306,Beverly Hills Cop III,5340,investigation
928,Gremlins 2: The New Batch,242,new york
928,Gremlins 2: The New Batch,1299,monster
928,Gremlins 2: The New Batch,1418,skyscraper
928,Gremlins 2: The New Batch,1852,mutant
928,Gremlins 2: The New Batch,1946,restaurant
205587,The Judge,494,father son relationship
205587,The Judge,934,judge
205587,The Judge,10909,lawyer
6623,The Peacemaker,720,helicopter
6623,The Peacemaker,949,terrorist
6623,The Peacemaker,3312,nuclear missile
6623,The Peacemaker,3450,bridge
6623,The Peacemaker,10663,train crash
1577,Resident Evil: Apocalypse,779,martial arts
1577,Resident Evil: Apocalypse,1852,mutant
1577,Resident Evil: Apocalypse,4565,dystopia
1577,Resident Evil: Apocalypse,10084,rescue
1577,Resident Evil: Apocalypse,10410,conspiracy
9801,Bridget Jones: The Edge of Reason,212,london england
9801,Bridget Jones: The Edge of Reason,725,lovesickness
9801,Bridget Jones: The Edge of Reason,3434,thailand
9801,Bridget Jones: The Edge of Reason,5347,clumsy fellow
9801,Bridget Jones: The Edge of Reason,5348,to drop brick
2116,Out of Time,416,miami
2116,Out of Time,1196,florida
2116,Out of Time,6309,double murder
2116,Out of Time,15160,divorce
9624,On Deadly Ground,1721,fight
9624,On Deadly Ground,3355,inuit
9624,On Deadly Ground,5175,petrol
9624,On Deadly Ground,6129,company
9624,On Deadly Ground,9880,alaska
14199,The Adventures of Sharkboy and Lavagirl,7942,imaginary friend
14199,The Adventures of Sharkboy and Lavagirl,10216,outcast
1907,The Beach,458,hippie
1907,The Beach,911,exotic island
1907,The Beach,966,beach
1907,The Beach,1969,map
1907,The Beach,2323,group dynamics
4599,Raising Helen,242,new york
4599,Raising Helen,1499,pastor
4599,Raising Helen,1854,world of fasion
4599,Raising Helen,2143,loss of parents
4599,Raising Helen,2863,mannequin
22832,Ninja Assassin,441,assassination
22832,Ninja Assassin,782,assassin
22832,Ninja Assassin,3075,ninja fighter
22832,Ninja Assassin,9748,revenge
22832,Ninja Assassin,10278,ninja
10390,For Love of the Game,1480,baseball
10390,For Love of the Game,1482,trainer
10390,For Love of the Game,3658,career
10390,For Love of the Game,3754,legend
10390,For Love of the Game,4613,training
9879,Striptease,1936,blackmail
9879,Striptease,3688,strip club
9879,Striptease,4378,striptease
9879,Striptease,6149,police
9879,Striptease,33483,u.s. congress
11892,Murder by Numbers,703,detective
11892,Murder by Numbers,1328,secret
11892,Murder by Numbers,1812,fbi
